accountType,ministry,organization,specialAccount,subAccount,agency,sectionCode,sectionName,inInitial,inSupplement,inSettlement,initialAmount,supplementAmount,settlementAmount,initialDetailCount,supplementDetailCount,settlementDetailCount,supplementHasOutsideN,membershipPattern
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,05,原子力災害復興再生支援事業費,1,1,1,70888036000,68640184000,25985306000,13,4,10,1,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,06,地域活性化等復興政策費,1,1,0,5930567000,5930567000,,10,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,08,治安復興政策費,1,1,0,15174000,15174000,,3,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,09,治安復興事業費,1,1,0,300844000,300844000,,2,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,11,消費生活復興政策費,1,1,1,295143000,295143000,9721000,8,1,1,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,12,生活基盤行政復興政策費,1,1,1,269131000,163364000,38947000,8,5,2,1,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,13,生活基盤行政復興事業費,1,1,1,20925000,20925000,20925000,3,1,2,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,14,財務行政復興事業費,1,1,1,100000000,100000000,50000000,2,1,1,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,15,教育・科学技術等復興政策費,1,1,1,9130811000,8301325000,256885000,32,12,2,1,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,16,教育・科学技術等復興事業費,1,1,1,32078000,32078000,29000,4,1,1,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,20,社会保障等復興政策費,1,1,1,6925184000,6925184000,7038000,30,1,5,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,21,社会保障等復興事業費,1,1,0,694736000,694736000,,4,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,23,農林水産業復興政策費,1,1,1,22224644000,22073488000,216906000,44,20,2,1,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,24,農林水産業復興事業費,1,1,1,3292500000,3292500000,108646000,4,1,2,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,25,経済・産業及エネルギー安定供給確保等復興政策費,1,1,1,28897874000,28897874000,407000,9,1,1,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,26,経済・産業及エネルギー安定供給確保等復興事業費,1,1,1,917017000,917017000,712418000,3,1,2,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,28,東日本大震災復興独立行政法人中小企業基盤整備機構運営費,1,1,0,184736000,184736000,,2,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,29,住宅・地域公共交通等復興政策費,1,1,0,894943000,894943000,,10,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,30,環境保全復興政策費,1,1,1,136004200000,123961553000,288448000,49,11,6,1,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,31,東日本大震災復興事業費,1,1,0,44635752000,45592809000,,21,9,,1,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,36,東日本大震災災害復旧等事業費,1,1,1,7054000000,7054000000,142778000,11,1,2,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,47,内閣共通費,1,1,0,48901000,36072000,,7,6,,1,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,49,法務省共通費,1,1,0,29930000,19505000,,7,6,,1,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,50,文部科学省共通費,1,1,0,281454000,265696000,,8,7,,1,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,52,農林水産省共通費,1,1,0,115604000,89766000,,7,6,,1,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,53,環境省共通費,1,1,0,5721393000,5424162000,,13,10,,1,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,54,法務行政復興政策費,1,1,0,24007000,24007000,,3,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,59,東日本大震災復興国立研究開発法人日本原子力研究開発機構運営費,1,1,0,1967761000,1967761000,,2,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,60,東日本大震災復興国立研究開発法人水産研究・教育機構運営費,1,1,0,181554000,181554000,,2,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,602,東日本大震災復興支援対策費,0,0,1,,,4032861000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,63,環境保全復興事業費,1,1,0,107255669000,86347005000,,10,8,,1,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,641,地域活性化等復興政策費,0,0,1,,,5930567000,,,8,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,643,治安復興政策費,0,0,1,,,15174000,,,2,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,644,治安復興事業費,0,0,1,,,300844000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,646,消費生活復興政策費,0,0,1,,,285422000,,,6,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,647,生活基盤行政復興政策費,0,0,1,,,10185000,,,2,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,649,財務行政復興事業費,0,0,1,,,50000000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,650,教育・科学技術等復興政策費,0,0,1,,,7838957000,,,19,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,651,教育・科学技術等復興政策費,0,0,1,,,205483000,,,2,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,652,教育・科学技術等復興事業費,0,0,1,,,32049000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,656,社会保障等復興政策費,0,0,1,,,6918146000,,,20,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,66,東日本大震災復興農業施設災害復旧事業等工事諸費,1,1,0,11183000,11183000,,5,1,,0,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,664,社会保障等復興事業費,0,0,1,,,694736000,,,2,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,673,農林水産業復興政策費,0,0,1,,,6717108000,,,9,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,674,農林水産業復興政策費,0,0,1,,,1917524000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,675,農林水産業復興政策費,0,0,1,,,4108528000,,,10,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,676,農林水産業復興政策費,0,0,1,,,9113422000,,,11,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,677,農林水産業復興事業費,0,0,1,,,2362500000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,678,農林水産業復興事業費,0,0,1,,,821354000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,680,経済・産業及エネルギー安定供給確保等復興政策費,0,0,1,,,28497874000,,,4,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,684,経済・産業及エネルギー安定供給確保等復興政策費,0,0,1,,,399593000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,685,経済・産業及エネルギー安定供給確保等復興事業費,0,0,1,,,204599000,,,2,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,691,東日本大震災復興独立行政法人中小企業基盤整備機構運営費,0,0,1,,,184736000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,692,住宅・地域公共交通等復興政策費,0,0,1,,,129807000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,693,住宅・地域公共交通等復興政策費,0,0,1,,,765136000,,,5,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,694,環境保全復興政策費,0,0,1,,,12121235000,,,27,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,695,環境保全復興政策費,0,0,1,,,108225009000,,,19,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,696,東日本大震災復興事業費,0,0,1,,,41601809000,,,9,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,697,東日本大震災復興事業費,0,0,1,,,3991000000,,,4,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,70,新しい東北施策推進費,1,1,1,282569000,282569000,282569000,4,1,3,0,ISF
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,701,東日本大震災災害復旧等事業費,0,0,1,,,6775222000,,,5,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,703,東日本大震災災害復旧等事業費,0,0,1,,,136000000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,706,環境保全復興政策費,0,0,1,,,3326861000,,,11,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,707,生活基盤行政復興政策費,0,0,1,,,114232000,,,2,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,721,東日本大震災復興国営追悼・祈念施設整備事業工事諸費,0,0,1,,,27222000,,,6,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,73,東日本大震災復興治水事業工事諸費,1,0,0,0,,,2,,,,I--
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,74,東日本大震災復興道路整備事業工事諸費,1,0,0,0,,,2,,,,I--
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,75,東日本大震災復興港湾整備事業工事諸費,1,0,0,0,,,2,,,,I--
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,76,東日本大震災復興河川等災害復旧事業工事諸費,1,0,0,0,,,2,,,,I--
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,760,原子力災害復興再生支援事業費,0,0,1,,,40008200000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,761,原子力災害復興再生支援事業費,0,0,1,,,818775000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,762,原子力災害復興再生支援事業費,0,0,1,,,1827903000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,766,内閣共通費,0,0,1,,,36072000,,,6,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,769,法務省共通費,0,0,1,,,2753000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,771,法務省共通費,0,0,1,,,16752000,,,5,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,772,文部科学省共通費,0,0,1,,,265696000,,,7,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,775,農林水産省共通費,0,0,1,,,8458000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,776,農林水産省共通費,0,0,1,,,62045000,,,5,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,777,農林水産省共通費,0,0,1,,,19263000,,,6,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,778,環境省共通費,0,0,1,,,684610000,,,2,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,779,環境省共通費,0,0,1,,,4739552000,,,10,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,78,東日本大震災復興国営追悼・祈念施設整備事業工事諸費,1,1,0,27248000,27222000,,7,5,,1,IS-
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,782,法務行政復興政策費,0,0,1,,,24007000,,,2,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,787,東日本大震災復興国立研究開発法人日本原子力研究開発機構運営費,0,0,1,,,1967761000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,788,東日本大震災復興国立研究開発法人水産研究・教育機構運営費,0,0,1,,,181554000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,791,環境保全復興事業費,0,0,1,,,10402749000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,792,環境保全復興事業費,0,0,1,,,75944256000,,,4,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,795,東日本大震災復興農業施設災害復旧事業等工事諸費,0,0,1,,,11183000,,,1,,--F
special,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,,東日本大震災復興,,,82,内閣府共通費,1,1,0,870000,0,,2,2,,0,IS-
special,国土交通省,,自動車安全,空港整備勘定,,01,空港等維持運営費,1,1,1,156057960000,156057960000,156057960000,39,1,38,0,ISF
special,国土交通省,,自動車安全,空港整備勘定,,02,空港整備事業費,1,1,1,141505173000,145119736000,145119736000,8,4,7,1,ISF
special,国土交通省,,自動車安全,空港整備勘定,,03,北海道空港整備事業費,1,1,1,10349686000,10537926000,10537926000,5,3,4,1,ISF
special,国土交通省,,自動車安全,空港整備勘定,,04,離島空港整備事業費,1,1,1,2824360000,2824360000,2824360000,4,1,2,0,ISF
special,国土交通省,,自動車安全,空港整備勘定,,05,沖縄空港整備事業費,1,1,1,11413191000,12424054000,12424054000,5,4,4,1,ISF
special,国土交通省,,自動車安全,空港整備勘定,,06,航空路整備事業費,1,1,1,26608206000,26608206000,26608206000,3,1,2,0,ISF
special,国土交通省,,自動車安全,空港整備勘定,,10,地域公共交通維持・活性化推進費,1,0,1,0,,0,2,,1,,I-F
special,国土交通省,,自動車安全,空港整備勘定,,12,受託工事費,1,1,1,92389000,92389000,92389000,2,1,1,0,ISF
special,国土交通省,,自動車安全,空港整備勘定,,14,国債整理基金特別会計へ繰入,1,1,1,33263474000,33263474000,33263474000,2,1,1,0,ISF
special,国土交通省,,自動車安全,空港整備勘定,,18,空港等災害復旧事業費,1,1,1,288000000,288000000,288000000,3,1,2,0,ISF
special,国土交通省,,自動車安全,空港整備勘定,,26,空港等整備事業工事諸費,1,1,1,1710813000,1710813000,1710813000,24,1,23,0,ISF
special,国土交通省,,自動車安全,空港整備勘定,,28,空港整備事業資金貸付金,1,0,1,0,,0,2,,1,,I-F
special,国土交通省,,自動車安全,空港整備勘定,,29,成田国際空港等整備事業資金貸付金,1,1,1,10100000000,10100000000,10100000000,4,1,2,0,ISF
